best_checkpoint,best_step,best_step_val_candidate_count_mean,best_step_val_candidate_coverage_10mm,best_step_val_candidate_coverage_6mm,best_step_val_candidate_coverage_8mm,best_step_val_candidate_duplicate_rate,best_step_val_candidate_matched_center_error_mm,best_step_val_candidate_support_view_count,best_step_val_candidate_unmatched_rate,best_step_val_dice,best_step_val_final_minus_shared_dice,best_step_val_formal_density_loss,best_step_val_hypothesis_gate_mean,best_step_val_hypothesis_gate_p10,best_step_val_hypothesis_gate_p50,best_step_val_hypothesis_gate_p90,best_step_val_routing_gain,best_step_val_routing_residual_abs_mean,best_step_val_routing_residual_abs_p90,best_step_val_shared_dice,best_val_dice,last_checkpoint,last_val_candidate_count_mean,last_val_candidate_coverage_10mm,last_val_candidate_coverage_6mm,last_val_candidate_coverage_8mm,last_val_candidate_duplicate_rate,last_val_candidate_matched_center_error_mm,last_val_candidate_support_view_count,last_val_candidate_unmatched_rate,last_val_dice,last_val_final_minus_shared_dice,last_val_formal_density_loss,last_val_hypothesis_gate_mean,last_val_hypothesis_gate_p10,last_val_hypothesis_gate_p50,last_val_hypothesis_gate_p90,last_val_routing_gain,last_val_routing_residual_abs_mean,last_val_routing_residual_abs_p90,last_val_shared_dice,model,nonfinite_count,output_dir,status
/home/foods/pro/gisc_fmt_repo/outputs/view_complementary/long_1k_continue_a2u_seed42/checkpoints/epoch=04-val_dice=0.6474.ckpt,1249,2.9375,0.9609375,0.9166666865348816,0.9401042461395264,0.3499999940395355,1.727937936782837,6.890625,0.015625,0.6473686695098877,0.010201842524111271,0.2353006899356842,,,,,,,,0.6371667981147766,0.6473686695098877,/home/foods/pro/gisc_fmt_repo/outputs/view_complementary/long_1k_continue_a2u_seed42/checkpoints/last.ckpt,2.9375,0.9609375,0.9166666865348816,0.9401042461395264,0.3499999940395355,1.727937936782837,6.890625,0.015625,0.6471436619758606,0.010357717983424664,0.23454520106315613,,,,,,,,0.636786162853241,A2-U existing,0,/home/foods/pro/gisc_fmt_repo/outputs/view_complementary/long_1k_continue_a2u_seed42,complete
/home/foods/pro/gisc_fmt_repo/outputs/view_complementary/long_1k_continue_a3_seed42/checkpoints/epoch=04-val_dice=0.6470.ckpt,1249,2.9375,0.9609375,0.9166666865348816,0.9401042461395264,0.3499999940395355,1.727937936782837,6.890625,0.015625,0.6470168828964233,0.009874381124973297,0.23550228774547577,,,,,,,,0.6371425986289978,0.6470168828964233,/home/foods/pro/gisc_fmt_repo/outputs/view_complementary/long_1k_continue_a3_seed42/checkpoints/last.ckpt,2.9375,0.9609375,0.9166666865348816,0.9401042461395264,0.3499999940395355,1.727937936782837,6.890625,0.015625,0.6461983919143677,0.009327654726803303,0.23468267917633057,,,,,,,,0.636870801448822,A3-old existing,0,/home/foods/pro/gisc_fmt_repo/outputs/view_complementary/long_1k_continue_a3_seed42,complete
/home/foods/pro/gisc_fmt_repo/outputs/view_complementary/a3v2_fast_geometry_only_seed42_corrected/checkpoints/epoch=01-val_dice=0.6171.ckpt,749,1.875,0.8333333134651184,0.7916667461395264,0.8072916865348816,0.1132812574505806,1.6947212219238281,6.125,0.125,0.6171010136604309,-0.001132766716182232,0.25174349546432495,,,,,,,,0.6182337403297424,0.6171010136604309,/home/foods/pro/gisc_fmt_repo/outputs/view_complementary/a3v2_fast_geometry_only_seed42_corrected/checkpoints/last.ckpt,1.875,0.8333333134651184,0.7916667461395264,0.8072916865348816,0.1132812574505806,1.6947212219238281,6.125,0.125,0.6144917607307434,-0.003932141698896885,0.25103744864463806,,,,,,,,0.6184238195419312,A3-geometry-only,0,/home/foods/pro/gisc_fmt_repo/outputs/view_complementary/a3v2_fast_geometry_only_seed42_corrected,complete
/home/foods/pro/gisc_fmt_repo/outputs/view_complementary/a3v2_fast_bounded_routing_seed42_corrected/checkpoints/epoch=00-val_dice=0.6226.ckpt,249,0.046875,0.0078125,0.0078125,0.0078125,0.0,0.05656369403004646,0.078125,0.984375,0.6225589513778687,1.9511207938194275e-05,0.250755250453949,4.181869007879868e-05,0.0,0.0,2.3862096742988115e-09,-6.234900240542629e-08,0.0,0.0,0.6225394606590271,0.6225589513778687,/home/foods/pro/gisc_fmt_repo/outputs/view_complementary/a3v2_fast_bounded_routing_seed42_corrected/checkpoints/last.ckpt,0.046875,0.0078125,0.0078125,0.0078125,0.0,0.05656369403004646,0.078125,0.984375,0.6218782663345337,-0.00022627972066402435,0.250710129737854,4.181869007879868e-05,0.0,0.0,2.3862096742988115e-09,-1.9431509201695008e-07,0.0,0.0,0.6221045851707458,A3-v2,0,/home/foods/pro/gisc_fmt_repo/outputs/view_complementary/a3v2_fast_bounded_routing_seed42_corrected,complete
