sample_id,num_foci,depth_tier,source_type_x,shape_set_x,gt_component_count,pred_component_count,matched_component_count,missed_component_count,false_component_count,merge_count,split_count,component_recall,component_precision,mean_matched_iou,small_component_recall,method,dice,precision,recall,success,number_of_sources,minimum_inter_source_distance_mm,weak_to_dominant_intensity_ratio,source_centers_mm,source_intensities,shape_set_y,source_type_y
sample_0234,3,deep,uniform,ellipsoid+sphere,3,2,2,1,0,0,0,0.6666666666666666,1.0,0.4075230949858269,,SSQ-FMT,0.6218870296175576,0.4677934050351803,0.9273664479850896,False,3,6.606057825965498,0.800525712471196,"[[11.600000000000001, 22.0, 6.0], [17.6, 21.6, 15.4], [17.0, 25.8, 6.2]]","[1.189650696008739, 0.9638794680079841, 1.2040580995612502]",,uniform
sample_0240,2,deep,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.7642152010645666,,SSQ-FMT,0.8426555531184314,0.9706080512043368,0.7445090439278136,True,2,19.7453792062852,0.9375036154285199,"[[8.6, 29.0, 5.800000000000001], [26.0, 35.6, 12.4]]","[0.6309955369665391, 0.6730593104732933]",,uniform
sample_0248,3,deep,uniform,irregular,3,3,3,0,0,0,0,1.0,1.0,0.6355373147801444,,SSQ-FMT,0.8549960797979234,0.9459303166112736,0.7800119213193801,True,3,6.459102104782056,0.37541811705934075,"[[11.600000000000001, 31.0, 8.6], [26.6, 34.2, 13.200000000000001], [8.200000000000001, 25.6, 9.600000000000001]]","[1.6513970410585972, 1.295686265348563, 0.6199643676715854]",,uniform
sample_0260,3,medium,uniform,sphere,2,3,2,0,1,0,1,1.0,0.6666666666666666,0.3977313602889565,,SSQ-FMT,0.4978645515561331,0.7524898561421016,0.3719912472653428,False,3,4.4810713004816165,0.4968866319822464,"[[19.8, 28.0, 9.0], [11.600000000000001, 24.400000000000002, 8.200000000000001], [14.200000000000001, 20.8, 8.8]]","[1.4425705055320766, 0.9885648216420333, 0.7167939998907601]",,uniform
sample_0276,2,shallow,uniform,irregular+sphere,2,2,2,0,0,0,0,1.0,1.0,0.6933822338829962,,SSQ-FMT,0.8045966184713397,0.7276599369624945,0.8997261428271542,True,2,11.233877335986895,0.6633564178031782,"[[15.8, 27.200000000000003, 5.2], [11.200000000000001, 30.200000000000003, 15.0]]","[1.0726070540800199, 0.7115207731049419]",,uniform
sample_0280,1,shallow,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.2500439290107187,,SSQ-FMT,0.4000562271585605,0.2500439290120365,1.0,True,1,,1.0,"[[22.0, 20.400000000000002, 8.8]]",[1.1539854990739526],,uniform
sample_0290,3,medium,uniform,ellipsoid+irregular,3,3,3,0,0,0,0,1.0,1.0,0.4785973328056925,,SSQ-FMT,0.6179762227473113,0.952716417910504,0.4573016964698204,True,3,7.318469785412794,0.7040410974083021,"[[16.400000000000002, 31.200000000000003, 11.8], [23.6, 31.8, 4.800000000000001], [27.8, 29.200000000000003, 10.200000000000001]]","[1.66376946912772, 1.6386301491429038, 1.1713620828791083]",,uniform
sample_0297,1,shallow,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.5955336575377528,,SSQ-FMT,0.7465009023462015,0.9996777658431796,0.5956480000002589,True,1,,1.0,"[[18.6, 24.200000000000003, 13.600000000000001]]",[1.444273508324538],,uniform
sample_0300,3,shallow,uniform,ellipsoid+irregular,3,3,3,0,0,0,0,1.0,1.0,0.4881695623392503,,SSQ-FMT,0.6764667163984043,0.5279452054797753,0.9412626694346792,True,3,7.090839160494334,0.4186776438536775,"[[24.0, 24.0, 6.6000000000000005], [22.8, 31.0, 4.800000000000001], [23.6, 30.200000000000003, 11.8]]","[1.6740250763885292, 1.4870679549128645, 0.7008768747343219]",,uniform
sample_0308,2,deep,uniform,irregular,2,2,2,0,0,0,0,1.0,1.0,0.7618778973357156,,SSQ-FMT,0.8487514049749065,0.9378982611513792,0.7750803284543243,True,2,17.310112651279887,0.6535182522416206,"[[24.0, 26.200000000000003, 11.600000000000001], [8.200000000000001, 27.200000000000003, 4.6000000000000005]]","[1.4269860289825411, 0.9325614156338808]",,uniform
sample_0322,2,deep,uniform,irregular+sphere,2,1,1,1,0,1,0,0.5,1.0,0.5200098661898008,,SSQ-FMT,0.7474959672882366,0.6283425832494776,0.9224145912416236,False,2,4.770744176750628,0.8143764154738123,"[[27.6, 29.0, 11.4], [25.0, 31.400000000000002, 14.600000000000001]]","[1.2008977191982768, 1.4746224183071197]",,uniform
sample_0328,1,medium,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.7958888888888889,,SSQ-FMT,0.886400197995368,0.8978440711959165,0.8752443792767898,True,1,,1.0,"[[7.800000000000001, 30.400000000000002, 10.200000000000001]]",[0.6772633341817563],,uniform
sample_0335,1,shallow,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.622636019784696,,SSQ-FMT,0.7674376905148221,0.622636019785245,1.0,True,1,,1.0,"[[23.200000000000003, 35.2, 12.4]]",[0.6856508579500862],,uniform
sample_0347,2,deep,uniform,ellipsoid+irregular,2,1,1,1,0,0,0,0.5,1.0,0.4148842142478345,,SSQ-FMT,0.4745248685812024,0.4398425787116944,0.5151448639167797,False,2,5.5497747702046425,0.5815886959349378,"[[16.400000000000002, 32.0, 7.4], [14.600000000000001, 35.4, 3.4000000000000004]]","[0.6488656456245797, 1.1156778839751869]",,uniform
sample_0350,3,shallow,uniform,sphere,3,3,3,0,0,0,0,1.0,1.0,0.4390669631264805,,SSQ-FMT,0.5609278269731518,0.4231997162121044,0.8315520446100568,True,3,12.237646832622683,0.5586838285646628,"[[25.0, 8.200000000000001, 8.4], [26.6, 29.8, 15.0], [16.2, 23.400000000000002, 14.200000000000001]]","[1.147266583413093, 1.0910096910257634, 0.640959287205527]",,uniform
sample_0378,2,deep,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.6098319932717023,,SSQ-FMT,0.7811087538051005,0.8710141946102952,0.7080267558530869,True,2,7.740800992145452,0.5050471732617079,"[[21.400000000000002, 29.400000000000002, 4.800000000000001], [14.200000000000001, 27.200000000000003, 6.6000000000000005]]","[0.9089731146179509, 1.7997786399785167]",,uniform
sample_0382,2,shallow,uniform,irregular+sphere,2,2,2,0,0,0,0,1.0,1.0,0.5429011217207236,,SSQ-FMT,0.7159985683610272,0.5643159379413761,0.9791972589329928,True,2,20.37743850438519,0.5423110927294854,"[[8.200000000000001, 31.8, 5.0], [28.400000000000002, 33.0, 7.4]]","[1.6508484752877974, 0.8952734405641303]",,uniform
sample_0386,3,deep,uniform,irregular+sphere,3,2,2,1,0,1,0,0.6666666666666666,1.0,0.4576576268047697,,SSQ-FMT,0.6096795095451281,0.5906325446648086,0.6299958796872372,False,3,5.741080037762929,0.38456712115196046,"[[24.6, 24.200000000000003, 9.4], [27.6, 30.400000000000002, 8.6], [20.200000000000003, 21.400000000000002, 7.0]]","[1.7939342430782044, 0.6898881273965063, 1.060992625318614]",,uniform
sample_0396,3,deep,uniform,ellipsoid,3,2,2,1,0,0,0,0.6666666666666666,1.0,0.5957329128079031,,SSQ-FMT,0.6443109632255978,0.702970297029983,0.5946873005746691,False,3,5.499090833947008,0.519777347986511,"[[30.200000000000003, 30.400000000000002, 7.800000000000001], [11.600000000000001, 32.2, 10.600000000000001], [16.400000000000002, 34.6, 9.4]]","[0.8860086591825449, 1.704592673410497, 0.9570104634689084]",,uniform
sample_0397,3,medium,uniform,ellipsoid,3,1,1,2,0,1,0,0.3333333333333333,1.0,0.4769669494004094,,SSQ-FMT,0.6243704993647929,0.935939043318843,0.4684322033902058,False,3,3.6932370625238766,0.47796811001482736,"[[27.0, 24.8, 5.800000000000001], [25.6, 28.400000000000002, 8.4], [23.8, 24.400000000000002, 7.6000000000000005]]","[1.5667354138102412, 0.7488495646321794, 1.395028539988018]",,uniform
sample_0401,3,deep,uniform,irregular+sphere,3,3,3,0,0,0,0,1.0,1.0,0.4069575475890817,,SSQ-FMT,0.6808043875686854,0.5228052661137313,0.9756637168141876,True,3,9.52050418832952,0.8542473445169662,"[[24.200000000000003, 32.0, 10.4], [14.600000000000001, 23.400000000000002, 7.0], [15.4, 32.4, 4.0]]","[0.9626039594602778, 0.8223018761904596, 0.824633264829652]",,uniform
