sample_id,num_foci,depth_tier,source_type,shape_set,gt_component_count,pred_component_count,matched_component_count,missed_component_count,false_component_count,merge_count,split_count,component_recall,component_precision,mean_matched_iou,small_component_recall,method
sample_2077,3,medium,uniform,ellipsoid+irregular+sphere,3,3,3,0,0,0,0,1.0,1.0,0.6194786103317902,,SSQ-FMT
sample_2079,2,medium,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.4355857466978814,,SSQ-FMT
sample_2086,1,medium,uniform,sphere,1,1,1,0,0,0,0,1.0,1.0,0.8023410875685286,,SSQ-FMT
sample_2087,2,shallow,uniform,ellipsoid+irregular,2,2,2,0,0,0,0,1.0,1.0,0.372301548793543,,SSQ-FMT
sample_2111,2,medium,uniform,ellipsoid+sphere,2,1,1,1,0,0,0,0.5,1.0,0.8361488135924227,,SSQ-FMT
sample_2119,2,shallow,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.7356875996181056,,SSQ-FMT
sample_2121,2,shallow,uniform,ellipsoid,2,2,2,0,0,0,0,1.0,1.0,0.6397043105389809,,SSQ-FMT
sample_2129,3,medium,uniform,ellipsoid+irregular+sphere,2,2,2,0,0,0,0,1.0,1.0,0.20389983628694,,SSQ-FMT
sample_2166,3,medium,uniform,ellipsoid+irregular+sphere,3,2,2,1,0,1,0,0.6666666666666666,1.0,0.3465741318759695,,SSQ-FMT
sample_2167,1,shallow,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.5225627736574032,,SSQ-FMT
sample_2172,1,shallow,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.7289514178940426,,SSQ-FMT
sample_2175,2,shallow,uniform,irregular+sphere,2,1,1,1,0,1,0,0.5,1.0,0.3925046992481203,,SSQ-FMT
sample_2196,3,shallow,uniform,ellipsoid+sphere,3,3,3,0,0,0,0,1.0,1.0,0.642754600739577,,SSQ-FMT
sample_2199,2,medium,uniform,irregular+sphere,2,2,2,0,0,0,0,1.0,1.0,0.7896026263293427,,SSQ-FMT
sample_2202,2,medium,uniform,irregular+sphere,2,2,2,0,0,0,0,1.0,1.0,0.3778588858756374,,SSQ-FMT
sample_2207,2,deep,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.7047436735766628,,SSQ-FMT
sample_2208,3,medium,uniform,ellipsoid+irregular,3,2,2,1,0,0,0,0.6666666666666666,1.0,0.5700894443234463,,SSQ-FMT
sample_2209,1,deep,uniform,sphere,1,1,1,0,0,0,0,1.0,1.0,0.6642764950523448,,SSQ-FMT
sample_2225,3,shallow,uniform,ellipsoid+sphere,3,3,3,0,0,0,0,1.0,1.0,0.5482751583685775,,SSQ-FMT
sample_2234,2,deep,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.787666394975276,,SSQ-FMT
sample_2259,2,medium,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.4370700131008644,,SSQ-FMT
sample_2263,2,medium,uniform,irregular+sphere,2,2,2,0,0,0,0,1.0,1.0,0.5692944179121067,,SSQ-FMT
sample_2266,2,deep,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.2817411875294463,,SSQ-FMT
sample_2270,3,deep,uniform,irregular+sphere,3,2,2,1,0,1,0,0.6666666666666666,1.0,0.3093068644522129,,SSQ-FMT
sample_2271,3,shallow,uniform,ellipsoid+irregular,3,2,2,1,0,1,0,0.6666666666666666,1.0,0.4400625162213751,,SSQ-FMT
sample_2281,2,deep,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.5971740400123846,,SSQ-FMT
sample_2293,1,deep,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.8030402092186989,,SSQ-FMT
sample_2299,1,medium,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.456135556162886,,SSQ-FMT
sample_2306,3,shallow,uniform,irregular+sphere,3,3,3,0,0,0,0,1.0,1.0,0.4320729223901631,,SSQ-FMT
sample_2323,3,shallow,uniform,ellipsoid+irregular,3,3,3,0,0,0,0,1.0,1.0,0.6511660664214176,,SSQ-FMT
sample_2357,3,medium,uniform,ellipsoid+irregular+sphere,3,3,3,0,0,0,0,1.0,1.0,0.6136889520093732,,SSQ-FMT
sample_2361,2,shallow,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.5463963836668162,,SSQ-FMT
sample_2372,3,deep,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.5224262027186273,,SSQ-FMT
sample_2375,2,medium,uniform,ellipsoid+irregular,2,2,2,0,0,0,0,1.0,1.0,0.6112868631518547,,SSQ-FMT
sample_2378,3,shallow,uniform,ellipsoid+sphere,3,3,3,0,0,0,0,1.0,1.0,0.55249130422285,,SSQ-FMT
sample_2385,2,deep,uniform,irregular,2,2,2,0,0,0,0,1.0,1.0,0.5261262341828727,,SSQ-FMT
sample_2409,2,shallow,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.4921154292299978,,SSQ-FMT
sample_2413,3,shallow,uniform,ellipsoid+irregular,3,3,3,0,0,0,0,1.0,1.0,0.2889918466237748,,SSQ-FMT
sample_2418,1,deep,uniform,sphere,1,1,1,0,0,0,0,1.0,1.0,0.5995402298850575,,SSQ-FMT
sample_2435,1,shallow,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.4456250677653692,,SSQ-FMT
sample_2440,2,deep,uniform,ellipsoid,2,2,2,0,0,0,0,1.0,1.0,0.2461937267649682,,SSQ-FMT
sample_2442,3,medium,uniform,ellipsoid+irregular+sphere,3,2,2,1,0,0,0,0.6666666666666666,1.0,0.6032724798972622,,SSQ-FMT
sample_2453,1,medium,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.7126753507014028,,SSQ-FMT
sample_2472,2,medium,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.5016730122927381,,SSQ-FMT
sample_2477,2,medium,uniform,ellipsoid+irregular,2,2,2,0,0,0,0,1.0,1.0,0.7266372868629569,,SSQ-FMT
sample_2478,3,medium,uniform,ellipsoid+irregular+sphere,3,2,2,1,0,0,0,0.6666666666666666,1.0,0.3751072344991632,,SSQ-FMT
sample_2483,3,medium,uniform,ellipsoid+irregular+sphere,3,3,3,0,0,0,0,1.0,1.0,0.6742422150611832,,SSQ-FMT
sample_2494,3,deep,uniform,irregular+sphere,1,2,1,0,1,0,1,1.0,0.5,0.2293510863998829,,SSQ-FMT
sample_2505,3,medium,uniform,ellipsoid+sphere,3,3,3,0,0,0,0,1.0,1.0,0.449127624698008,,SSQ-FMT
sample_2533,1,deep,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.8219157320400121,,SSQ-FMT
sample_2536,3,shallow,uniform,ellipsoid+irregular,3,2,2,1,0,0,0,0.6666666666666666,1.0,0.5228218481000618,,SSQ-FMT
sample_2584,1,deep,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.8550742422383114,,SSQ-FMT
sample_2589,3,shallow,uniform,ellipsoid+sphere,3,3,2,1,1,0,0,0.6666666666666666,0.6666666666666666,0.5137613499682465,,SSQ-FMT
sample_2600,1,shallow,uniform,sphere,1,1,1,0,0,0,0,1.0,1.0,0.6482351523912782,,SSQ-FMT
sample_2603,1,deep,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.8405237535672319,,SSQ-FMT
sample_2614,3,medium,uniform,sphere,3,3,3,0,0,0,0,1.0,1.0,0.5717677372800152,,SSQ-FMT
sample_2643,1,deep,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.666925326807139,,SSQ-FMT
sample_2650,3,medium,uniform,ellipsoid+sphere,3,3,3,0,0,0,0,1.0,1.0,0.5146678311059495,,SSQ-FMT
sample_2655,1,shallow,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.6239168110918544,,SSQ-FMT
sample_2676,3,shallow,uniform,ellipsoid+sphere,3,3,3,0,0,0,0,1.0,1.0,0.4157411226648266,,SSQ-FMT
sample_2682,2,medium,uniform,irregular,2,2,2,0,0,0,0,1.0,1.0,0.6121647111843957,,SSQ-FMT
sample_2684,3,medium,uniform,ellipsoid+irregular,3,3,3,0,0,0,0,1.0,1.0,0.6087184809278845,,SSQ-FMT
sample_2698,2,deep,uniform,ellipsoid,2,2,2,0,0,0,0,1.0,1.0,0.6135221842644415,,SSQ-FMT
sample_2702,2,deep,uniform,ellipsoid+irregular,2,2,2,0,0,0,0,1.0,1.0,0.4180830434355062,,SSQ-FMT
sample_2711,3,deep,uniform,ellipsoid+sphere,3,2,2,1,0,1,0,0.6666666666666666,1.0,0.4837127082624785,,SSQ-FMT
sample_2719,1,shallow,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.6828709192949174,,SSQ-FMT
sample_2741,3,medium,uniform,ellipsoid+sphere,3,2,2,1,0,1,0,0.6666666666666666,1.0,0.574099036051203,,SSQ-FMT
sample_2745,2,medium,uniform,irregular+sphere,2,2,2,0,0,0,0,1.0,1.0,0.4084773686034814,,SSQ-FMT
sample_2747,2,shallow,uniform,irregular+sphere,2,2,2,0,0,0,0,1.0,1.0,0.4837754480436743,,SSQ-FMT
sample_2751,2,medium,uniform,sphere,2,2,2,0,0,0,0,1.0,1.0,0.7837761165283312,,SSQ-FMT
sample_2759,1,medium,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.7819112292097234,,SSQ-FMT
sample_2769,3,shallow,uniform,ellipsoid+sphere,3,2,2,1,0,1,0,0.6666666666666666,1.0,0.2054853370055793,,SSQ-FMT
sample_2771,1,shallow,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.8656970060478832,,SSQ-FMT
sample_2784,1,deep,uniform,sphere,1,1,1,0,0,0,0,1.0,1.0,0.7430816535702084,,SSQ-FMT
sample_2799,3,medium,uniform,ellipsoid+sphere,3,2,2,1,0,1,0,0.6666666666666666,1.0,0.6014129596219149,,SSQ-FMT
sample_2804,2,medium,uniform,irregular+sphere,2,2,2,0,0,0,0,1.0,1.0,0.6197232825196693,,SSQ-FMT
sample_2833,3,medium,uniform,irregular+sphere,3,3,2,1,1,1,0,0.6666666666666666,0.6666666666666666,0.5120912807974918,,SSQ-FMT
sample_2844,2,medium,uniform,ellipsoid+irregular,2,2,2,0,0,0,0,1.0,1.0,0.6824794846837436,,SSQ-FMT
sample_2850,3,deep,uniform,ellipsoid+irregular,2,2,2,0,0,0,0,1.0,1.0,0.6879989600496246,,SSQ-FMT
sample_2872,1,medium,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.6681483087597572,,SSQ-FMT
sample_2873,2,shallow,uniform,irregular,2,1,1,1,0,0,0,0.5,1.0,0.2921035021191167,,SSQ-FMT
sample_2874,1,medium,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.6716784733265867,,SSQ-FMT
sample_2887,2,shallow,uniform,ellipsoid+irregular,2,2,2,0,0,0,0,1.0,1.0,0.5456987361168552,,SSQ-FMT
sample_2909,2,deep,uniform,irregular,2,2,2,0,0,0,0,1.0,1.0,0.5342341454405789,,SSQ-FMT
sample_2932,2,medium,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.7048558076131151,,SSQ-FMT
sample_2934,1,deep,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.7940790433134024,,SSQ-FMT
sample_2936,1,deep,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.2619939577039274,,SSQ-FMT
sample_2945,3,deep,uniform,ellipsoid+sphere,3,3,3,0,0,0,0,1.0,1.0,0.6486500232287099,,SSQ-FMT
sample_2948,2,deep,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.7764764273920397,,SSQ-FMT
sample_2951,1,shallow,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.4131375113167689,,SSQ-FMT
sample_2956,2,deep,uniform,ellipsoid+irregular,2,2,2,0,0,0,0,1.0,1.0,0.6553063046691232,,SSQ-FMT
sample_2961,2,medium,uniform,irregular,2,1,1,1,0,1,0,0.5,1.0,0.286597292856584,,SSQ-FMT
sample_2977,1,medium,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.6620445344129555,,SSQ-FMT
sample_2987,3,deep,uniform,ellipsoid+sphere,3,2,2,1,0,0,0,0.6666666666666666,1.0,0.2927765898343089,,SSQ-FMT
sample_2993,3,deep,uniform,irregular+sphere,3,2,2,1,0,1,0,0.6666666666666666,1.0,0.5593421654615712,,SSQ-FMT
sample_0002,1,shallow,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.7885666246321984,,w/o transport-aware footprint
sample_0006,1,deep,uniform,sphere,1,1,1,0,0,0,0,1.0,1.0,0.7687313335930399,,w/o transport-aware footprint
sample_0022,2,shallow,uniform,irregular,2,2,2,0,0,0,0,1.0,1.0,0.3412141111731337,,w/o transport-aware footprint
sample_0032,1,shallow,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.7923250564334086,,w/o transport-aware footprint
sample_0038,2,deep,uniform,irregular+sphere,2,2,2,0,0,0,0,1.0,1.0,0.4418845545816469,,w/o transport-aware footprint
sample_0079,2,medium,uniform,ellipsoid,2,1,1,1,0,1,0,0.5,1.0,0.269087754090233,,w/o transport-aware footprint
sample_0096,2,medium,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.6233705294011775,,w/o transport-aware footprint
sample_0100,2,shallow,uniform,sphere,2,2,2,0,0,0,0,1.0,1.0,0.1665054107633831,,w/o transport-aware footprint
sample_0108,1,deep,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.7296790189640153,,w/o transport-aware footprint
sample_0113,3,medium,uniform,ellipsoid,3,3,3,0,0,0,0,1.0,1.0,0.4832186185350425,,w/o transport-aware footprint
sample_0122,3,deep,uniform,ellipsoid+sphere,3,2,2,1,0,1,0,0.6666666666666666,1.0,0.6007836745693871,,w/o transport-aware footprint
sample_0128,3,deep,uniform,ellipsoid+sphere,3,3,3,0,0,0,0,1.0,1.0,0.6054770470601393,,w/o transport-aware footprint
sample_0130,2,shallow,uniform,ellipsoid+sphere,2,3,2,0,1,0,0,1.0,0.6666666666666666,0.4965203470609435,,w/o transport-aware footprint
sample_0158,1,medium,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.7395993836671803,,w/o transport-aware footprint
sample_0163,3,deep,uniform,ellipsoid+sphere,3,3,3,0,0,0,0,1.0,1.0,0.511773172090848,,w/o transport-aware footprint
sample_0180,1,medium,uniform,sphere,1,1,1,0,0,0,0,1.0,1.0,0.3377152379189039,,w/o transport-aware footprint
sample_0187,3,medium,uniform,ellipsoid+sphere,3,3,3,0,0,0,0,1.0,1.0,0.5578584926751496,,w/o transport-aware footprint
sample_0189,3,shallow,uniform,irregular+sphere,3,3,2,1,1,0,0,0.6666666666666666,0.6666666666666666,0.6650432263635633,,w/o transport-aware footprint
sample_0192,3,medium,uniform,ellipsoid+irregular,3,2,2,1,0,1,0,0.6666666666666666,1.0,0.2892388063779583,,w/o transport-aware footprint
sample_0207,2,medium,uniform,irregular+sphere,2,1,1,1,0,0,0,0.5,1.0,0.6901105980886932,,w/o transport-aware footprint
sample_0234,3,deep,uniform,ellipsoid+sphere,3,3,2,1,1,0,0,0.6666666666666666,0.6666666666666666,0.4081146104664016,,w/o transport-aware footprint
sample_0240,2,deep,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.7226317405732242,,w/o transport-aware footprint
sample_0248,3,deep,uniform,irregular,3,3,3,0,0,0,0,1.0,1.0,0.4952971109247903,,w/o transport-aware footprint
sample_0260,3,medium,uniform,sphere,2,2,2,0,0,0,0,1.0,1.0,0.4155611443097584,,w/o transport-aware footprint
sample_0276,2,shallow,uniform,irregular+sphere,2,2,2,0,0,0,0,1.0,1.0,0.682668201835281,,w/o transport-aware footprint
sample_0280,1,shallow,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.1671757518796992,,w/o transport-aware footprint
sample_0290,3,medium,uniform,ellipsoid+irregular,3,4,3,0,1,0,1,1.0,0.75,0.4679138710017285,,w/o transport-aware footprint
sample_0297,1,shallow,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.6853298611111112,,w/o transport-aware footprint
sample_0300,3,shallow,uniform,ellipsoid+irregular,3,3,3,0,0,0,0,1.0,1.0,0.484500785381768,,w/o transport-aware footprint
sample_0308,2,deep,uniform,irregular,2,2,2,0,0,0,0,1.0,1.0,0.6771413081272373,,w/o transport-aware footprint
sample_0322,2,deep,uniform,irregular+sphere,2,1,1,1,0,1,0,0.5,1.0,0.3970241335510797,,w/o transport-aware footprint
sample_0328,1,medium,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.7161642727088813,,w/o transport-aware footprint
sample_0335,1,shallow,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.6152077044703177,,w/o transport-aware footprint
sample_0347,2,deep,uniform,ellipsoid+irregular,2,2,2,0,0,0,0,1.0,1.0,0.4363517525927912,,w/o transport-aware footprint
sample_0350,3,shallow,uniform,sphere,3,3,3,0,0,0,0,1.0,1.0,0.4953798602278979,,w/o transport-aware footprint
sample_0378,2,deep,uniform,ellipsoid+sphere,2,1,1,1,0,1,0,0.5,1.0,0.3956922717721223,,w/o transport-aware footprint
sample_0382,2,shallow,uniform,irregular+sphere,2,2,2,0,0,0,0,1.0,1.0,0.3939015174068782,,w/o transport-aware footprint
sample_0386,3,deep,uniform,irregular+sphere,3,2,2,1,0,1,0,0.6666666666666666,1.0,0.4468564732756864,,w/o transport-aware footprint
sample_0396,3,deep,uniform,ellipsoid,3,2,2,1,0,0,0,0.6666666666666666,1.0,0.5670467651757847,,w/o transport-aware footprint
sample_0397,3,medium,uniform,ellipsoid,3,1,1,2,0,1,0,0.3333333333333333,1.0,0.6198954359191748,,w/o transport-aware footprint
sample_0401,3,deep,uniform,irregular+sphere,3,5,3,0,2,0,0,1.0,0.6,0.3290452632897837,,w/o transport-aware footprint
sample_0409,2,medium,uniform,irregular+sphere,2,2,2,0,0,0,0,1.0,1.0,0.3216615509907155,,w/o transport-aware footprint
sample_0418,3,medium,uniform,ellipsoid+sphere,3,2,2,1,0,0,0,0.6666666666666666,1.0,0.3250617514066413,,w/o transport-aware footprint
sample_0436,2,medium,uniform,irregular,2,2,2,0,0,0,0,1.0,1.0,0.2756699939721646,,w/o transport-aware footprint
sample_0438,2,shallow,uniform,ellipsoid+sphere,2,1,1,1,0,1,0,0.5,1.0,0.445360824742268,,w/o transport-aware footprint
sample_0447,1,shallow,uniform,sphere,1,1,1,0,0,0,0,1.0,1.0,0.7403873140611844,,w/o transport-aware footprint
sample_0449,2,deep,uniform,sphere,2,2,2,0,0,0,0,1.0,1.0,0.4992559882463409,,w/o transport-aware footprint
sample_0456,3,medium,uniform,ellipsoid+sphere,3,2,2,1,0,1,0,0.6666666666666666,1.0,0.4343898128324548,,w/o transport-aware footprint
sample_0458,1,deep,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.6202710665880966,,w/o transport-aware footprint
sample_0469,3,shallow,uniform,ellipsoid+sphere,3,3,3,0,0,0,0,1.0,1.0,0.4656747928680571,,w/o transport-aware footprint
sample_0472,1,shallow,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.8334607100673939,,w/o transport-aware footprint
sample_0473,3,medium,uniform,ellipsoid+irregular,3,3,3,0,0,0,0,1.0,1.0,0.4904841396258301,,w/o transport-aware footprint
sample_0511,2,deep,uniform,ellipsoid+irregular,2,2,2,0,0,0,0,1.0,1.0,0.641505063563887,,w/o transport-aware footprint
sample_0521,3,medium,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.5306080923574825,,w/o transport-aware footprint
sample_0525,3,medium,uniform,ellipsoid+irregular,3,3,3,0,0,0,0,1.0,1.0,0.4184292026338971,,w/o transport-aware footprint
sample_0535,2,medium,uniform,ellipsoid+sphere,1,1,1,0,0,0,0,1.0,1.0,0.6470990610036689,,w/o transport-aware footprint
sample_0536,2,deep,uniform,sphere,2,2,2,0,0,0,0,1.0,1.0,0.5235593924247227,,w/o transport-aware footprint
sample_0541,1,shallow,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.5160163656321725,,w/o transport-aware footprint
sample_0566,3,medium,uniform,irregular+sphere,3,1,1,2,0,1,0,0.3333333333333333,1.0,0.2990079499898077,,w/o transport-aware footprint
sample_0585,2,deep,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.5112362148455134,,w/o transport-aware footprint
sample_0603,1,medium,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.7017407371389672,,w/o transport-aware footprint
sample_0610,2,medium,uniform,sphere,2,1,1,1,0,1,0,0.5,1.0,0.3799187788825094,,w/o transport-aware footprint
sample_0626,3,shallow,uniform,ellipsoid+sphere,3,3,3,0,0,0,0,1.0,1.0,0.2927485386704628,,w/o transport-aware footprint
sample_0633,2,medium,uniform,irregular+sphere,2,2,2,0,0,0,0,1.0,1.0,0.3530686493645596,,w/o transport-aware footprint
sample_0646,3,deep,uniform,ellipsoid+irregular,3,2,2,1,0,0,0,0.6666666666666666,1.0,0.6522539719774401,,w/o transport-aware footprint
sample_0647,3,deep,uniform,ellipsoid+irregular+sphere,3,2,2,1,0,0,0,0.6666666666666666,1.0,0.6442895255817839,,w/o transport-aware footprint
sample_0652,3,medium,uniform,ellipsoid+irregular+sphere,3,2,2,1,0,1,0,0.6666666666666666,1.0,0.5695901362020375,,w/o transport-aware footprint
sample_0661,1,medium,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.4539023541690827,,w/o transport-aware footprint
sample_0666,1,deep,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.2799294532627866,,w/o transport-aware footprint
sample_0674,3,shallow,uniform,ellipsoid+irregular,3,2,2,1,0,1,0,0.6666666666666666,1.0,0.5042837860097233,,w/o transport-aware footprint
sample_0676,3,medium,uniform,irregular+sphere,2,1,1,1,0,1,0,0.5,1.0,0.3635789207633009,,w/o transport-aware footprint
sample_0681,3,medium,uniform,ellipsoid+irregular+sphere,3,2,2,1,0,0,0,0.6666666666666666,1.0,0.6610248784673807,,w/o transport-aware footprint
sample_0712,2,shallow,uniform,irregular+sphere,2,1,1,1,0,1,0,0.5,1.0,0.1491929724325096,,w/o transport-aware footprint
sample_0751,3,shallow,uniform,irregular+sphere,3,3,3,0,0,0,0,1.0,1.0,0.6751676963635586,,w/o transport-aware footprint
sample_0761,1,deep,uniform,sphere,1,1,1,0,0,0,0,1.0,1.0,0.6214107703976596,,w/o transport-aware footprint
sample_0777,2,medium,uniform,ellipsoid+irregular,2,2,2,0,0,0,0,1.0,1.0,0.7466317486094223,,w/o transport-aware footprint
sample_0778,1,deep,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.5541623726096416,,w/o transport-aware footprint
sample_0791,1,medium,uniform,sphere,1,1,1,0,0,0,0,1.0,1.0,0.8636763412489006,,w/o transport-aware footprint
sample_0796,1,deep,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.8048115667219721,,w/o transport-aware footprint
sample_0807,1,medium,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.5733161833489242,,w/o transport-aware footprint
sample_0817,1,shallow,uniform,sphere,1,1,1,0,0,0,0,1.0,1.0,0.4184584433547089,,w/o transport-aware footprint
sample_0823,1,deep,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.5941535150645624,,w/o transport-aware footprint
sample_0858,3,deep,uniform,ellipsoid+irregular,3,3,3,0,0,0,0,1.0,1.0,0.6188471873060916,,w/o transport-aware footprint
sample_0860,3,deep,uniform,ellipsoid+sphere,3,3,3,0,0,0,0,1.0,1.0,0.5804448451266347,,w/o transport-aware footprint
sample_0867,3,medium,uniform,ellipsoid+irregular,3,3,3,0,0,0,0,1.0,1.0,0.3953293243025992,,w/o transport-aware footprint
sample_0870,3,shallow,uniform,ellipsoid+sphere,3,2,2,1,0,1,0,0.6666666666666666,1.0,0.4704437061191584,,w/o transport-aware footprint
sample_0875,3,shallow,uniform,sphere,3,4,3,0,1,0,0,1.0,0.75,0.562849378452303,,w/o transport-aware footprint
sample_0881,3,deep,uniform,ellipsoid+irregular,1,1,1,0,0,0,0,1.0,1.0,0.5781088012222404,,w/o transport-aware footprint
sample_0895,2,deep,uniform,sphere,2,2,2,0,0,0,0,1.0,1.0,0.6298038778360374,,w/o transport-aware footprint
sample_0911,2,medium,uniform,irregular+sphere,2,2,2,0,0,0,0,1.0,1.0,0.4370640923859625,,w/o transport-aware footprint
sample_0913,2,shallow,uniform,ellipsoid,2,2,2,0,0,0,0,1.0,1.0,0.3054939117217136,,w/o transport-aware footprint
sample_0914,1,deep,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.3937625967964357,,w/o transport-aware footprint
sample_0920,1,medium,uniform,sphere,1,1,1,0,0,0,0,1.0,1.0,0.5141022942538414,,w/o transport-aware footprint
sample_0932,1,medium,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.2754749568221071,,w/o transport-aware footprint
sample_0942,2,deep,uniform,irregular+sphere,2,2,2,0,0,0,0,1.0,1.0,0.6968905443315496,,w/o transport-aware footprint
sample_0953,1,medium,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.7411066207653545,,w/o transport-aware footprint
sample_0960,1,medium,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.6614406315097029,,w/o transport-aware footprint
sample_0974,2,medium,uniform,ellipsoid+sphere,2,2,2,0,0,0,0,1.0,1.0,0.4627425043338948,,w/o transport-aware footprint
sample_0977,3,shallow,uniform,ellipsoid+sphere,3,3,3,0,0,0,0,1.0,1.0,0.4470763945123395,,w/o transport-aware footprint
sample_0979,1,medium,uniform,sphere,1,1,1,0,0,0,0,1.0,1.0,0.5921564390665515,,w/o transport-aware footprint
sample_1000,3,medium,uniform,irregular+sphere,3,2,2,1,0,1,0,0.6666666666666666,1.0,0.4741817790543828,,w/o transport-aware footprint
sample_1002,2,deep,uniform,irregular,1,1,1,0,0,0,0,1.0,1.0,0.5537289285527895,,w/o transport-aware footprint
sample_1003,3,medium,uniform,ellipsoid+sphere,3,2,2,1,0,1,0,0.6666666666666666,1.0,0.598631311818391,,w/o transport-aware footprint
sample_1015,3,medium,uniform,ellipsoid+irregular,3,2,2,1,0,0,0,0.6666666666666666,1.0,0.6873237401057019,,w/o transport-aware footprint
sample_1018,1,medium,uniform,ellipsoid,1,1,1,0,0,0,0,1.0,1.0,0.6005825047705132,,w/o transport-aware footprint
sample_1028,2,shallow,uniform,ellipsoid+sphere,2,1,1,1,0,1,0,0.5,1.0,0.4948478312964294,,w/o transport-aware footprint
sample_1068,3,shallow,uniform,ellipsoid+irregular+sphere,3,2,2,1,0,0,0,0.6666666666666666,1.0,0.6670993568013316,,w/o transport-aware footprint
sample_1069,3,shallow,uniform,ellipsoid+sphere,3,3,3,0,0,0,0,1.0,1.0,0.5067344850487143,,w/o transport-aware footprint
sample_1072,3,medium,uniform,ellipsoid+irregular,3,2,2,1,0,1,0,0.6666666666666666,1.0,0.1987472874359453,,w/o transport-aware footprint
sample_1078,2,medium,uniform,irregular+sphere,2,2,2,0,0,0,0,1.0,1.0,0.6034895897739307,,w/o transport-aware footprint
sample_1081,2,shallow,uniform,ellipsoid+sphere,1,1,1,0,0,0,0,1.0,1.0,0.6440081394709344,,w/o transport-aware footprint
sample_1085,2,medium,uniform,irregular,2,2,2,0,0,0,0,1.0,1.0,0.7304192807528568,,w/o transport-aware footprint
